vacancy_id,name,area,salary_from,salary_to,salary_currency,experience,schedule,employment,description,key_skills,employer_name,published_at,url
127957328,Старший разработчик 1С,Алматы,,,,Более 6 лет,Полный день,Полная занятость,"<p><strong>Задачи:</strong></p> <ul> <li>Поддержка работы и доработка решений на базе 1с (Бухгалтерия, ЗУП, самописные и тиражируемые решения для управленческой отчетности, мотивации, консолидации);</li> <li>Участие в проектах по разработке новых решений, новых блоков в имеющихся системах;</li> <li>Оптимизация производительности;</li> <li>Разработка интеграций с другими учетными системами внутри холдинга, внешними поставщиками данных.</li> </ul> <p> </p> <p><strong>Мы ожидаем от кандидата:</strong></p> <ul> <li>Высшее или средне-специальное образование;</li> <li>Опыт работы на схожей позиции от 7 лет и более;</li> <li>Опыт участия в проектах внедрения продуктов 1С: Предприятие в качестве программиста;</li> <li>Умение читать и дорабатывать чужой код;</li> <li>Знание БСП;</li> <li>Умение применять готовые решения, а не “изобретать велосипед”;</li> <li>Знание типовых конфигураций 1с (ЗУП, бухгалтерия).</li> </ul> <p> </p> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Профессиональный коллектив, команда с большим опытом работы;</li> <li>Возможность работать над проектами, приносящими пользу для тысяч людей;</li> <li>Неограниченный рост;</li> <li>Комфортный офис;</li> <li>Скидки на фитнесс, обучение английскому языку, подарки на праздники и дни рождения;</li> <li>Бонусы и уникальные предложения от компаний холдинга;</li> <li>Спонсирование профессионального обучения;</li> <li>Насыщенная корпоративная жизнь с выездами на природу, праздничными мероприятиями в офисе, играми и розыгрышами подарков.</li> </ul>","1С программирование, 1С: Предприятие 8, 1С, 1С: Бухгалтерия",Freedom Holding Operations,2025-11-21T15:53:08+0300,https://hh.ru/vacancy/127957328
127954171,Middle Developer,Алматы,,,,От 1 года до 3 лет,Полный день,Полная занятость,"<strong>Обязанности:</strong> <ul> <li> <p>Разрабатывать бэкенд-сервисы GenAI: чат-боты, ассистенты/«агенты» с инструментами (tools/function calling), автомations и интеграции с внутренними системами.</p> </li> <li> <p>Реализовывать RAG-потоки: подготовка пайплайна эмбеддингов, поиск/ранжирование, контекстуализация, защита от prompt-injection/PII-leaks.</p> </li> <li> <p>Проектировать и внедрять API (REST/gRPC), поддерживать версионирование, совместимость и контрактные тесты.</p> </li> <li> <p>Интеграции с внешними API и каналами (телеграм/вотсап/веб-виджет/контакт-центр), обработка веб-хуков, очередей и ретраев.</p> </li> <li> <p>Писать надёжный асинхронный код: timeouts, backoff, bulkheads, идемпотентность, транзакционные outbox-паттерны.</p> </li> <li> <p>Настраивать наблюдаемость: метрики/логи/трейсы, алерты по SLO; разбор и профилирование узких мест.</p> </li> <li> <p>Писать тесты (unit/интеграционные/контрактные), конфигурировать пайплайны CI/CD, автоматизировать релизы.</p> </li> <li> <p>Взаимодействовать с DS/ML по вопросам инференса/оценок качества (RAGAS/precision/latency), улучшать промпты/инструменты.</p> </li> <li> <p>Поддерживать безопасность: секреты, токены, контроль доступа (RBAC), маскирование PII, ограничения по скоростям/квотам.</p> </li> <li> <p>Подготавливать документацию (ADR, runbooks, OpenAPI), участвовать в код-ревью и внутренних RFC.</p> </li> </ul> <strong>Требования:</strong> <ul> <li> <p><strong>LLM и агенты</strong></p> </li> <li> <p>Опыт с OpenAI/Azure OpenAI и локальными моделями (Llama, Mistral).</p> </li> <li> <p>Function calling, структурированные ответы (JSON Schema), управление состоянием (memory/state).</p> </li> <li> <p><strong>RAG и данные</strong></p> </li> <li> <p>LangChain, LlamaIndex, RAGFlow или аналоги.</p> </li> <li> <p>Эмбеддинги, чанкирование, перезапросы, ранжирование.</p> </li> <li> <p><strong>Векторные БД</strong></p> </li> <li> <p>pgvector, FAISS, Qdrant, Milvus; проектирование схем хранения и индексов.</p> </li> <li> <p><strong>Очереди и фоновые задачи</strong></p> </li> <li> <p>Kafka/Redpanda, KEDA, Celery/Temporal.</p> </li> <li> <p><strong>Сервис инференса</strong></p> </li> <li> <p>vLLM, Triton, KServe — интеграция через API.</p> </li> <li> <p><strong>Интеграции с каналами</strong></p> </li> <li> <p>Telegram Bot API, WhatsApp (Infobip/Twilio), вебхуки; управление rate-limits и идемпотентностью.</p> </li> <li> <p><strong>Feature flags / конфигурация</strong></p> </li> <li> <p>LaunchDarkly, Unleash или собственные решения.</p> </li> <li> <p><strong>Фронтенд (желательно)</strong></p> </li> <li> <p>React или Vue для внутренних тулов.</p> </li> </ul> <strong>Условия:</strong> <p> </p> <ul> <li> <p>Годовой бонус по результатам работы</p> </li> <li> <p>ДМС, материальная помощь, социальная поддержка, ежедневное медицинское сопровождение и др.</p> </li> <li> <p>Команда экспертов, которые любят своё дело и всегда готовы поддержать</p> </li> <li> <p>Современный офис и вся необходимая техника предоставляется.</p> </li> </ul>",,Bereke Bank,2025-11-21T14:49:32+0300,https://hh.ru/vacancy/127954171
127622838,"Middle + Backend Developer (Интеграции, API, IoT, Реальное время, ML)",Астана,600000.0,700000.0,KZT,От 3 до 6 лет,Полный день,Полная занятость,"<p><strong>О проекте:</strong></p> <p>Мы создаём систему автоматизации портовой инфраструктуры нового поколения. Продукт объединяет промышленное оборудование, датчики, RFID, 1С и IoT-устройства в единую платформу, обеспечивая мониторинг и управление процессами в реальном времени.</p> <p><strong>Основные задачи:</strong></p> <ul> <li>Проектирование архитектуры серверной части с нуля;</li> <li>Разработка микросервисов для управления промышленными устройствами и потоками данных;</li> <li>Интеграция с OPC UA, Modbus TCP, MQTT, REST API оборудования;</li> <li>Разработка реактивной системы обмена событиями (Event-driven architecture);</li> <li>Создание шлюза реального времени (WebSocket / Socket.IO / Kafka);</li> <li>Настройка безопасной авторизации (JWT, OAuth2, RBAC);</li> <li>Разработка API для фронтенда и внешних систем;</li> <li>Интеграция с 1С / ERP / SCADA;</li> <li>Проектирование мониторинга, логирования, аварийных уведомлений;</li> <li>Оптимизация производительности и отказоустойчивости.</li> <li>Работа с ML,AI.</li> </ul> <p><strong>Технический стек:</strong></p> <ul> <li>Node.js (NestJS / Express) или Python (FastAPI / Django)</li> <li>TypeScript / Python 3.11+</li> <li>PostgreSQL, Redis, RabbitMQ / Kafka</li> <li>WebSocket, MQTT, REST API, gRPC</li> <li>Docker, Kubernetes, Nginx, CI/CD (GitHub Actions / Jenkins)</li> <li>Prometheus / Grafana / Loki / ELK Stack</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт backend-разработки от 3 лет;</li> <li>Опыт проектирования высоконагруженных и распределённых систем;</li> <li>Отличное знание асинхронных паттернов и систем обмена сообщениями (Pub/Sub, Event Bus);</li> <li>Опыт интеграции с промышленными протоколами (OPC UA, Modbus, MQTT) — обязателен;</li> <li>Опыт работы с реальным оборудованием или IoT;</li> <li>Глубокое знание PostgreSQL, транзакций, индексов, оптимизации;</li> <li>Опыт написания unit / integration тестов;</li> <li>Опыт развёртывания и администрирования систем через Docker Compose / K8s;</li> <li>Понимание принципов Domain Driven Design (DDD) и Clean Architecture.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Опыт работы с 1С интеграциями, SCADA, Siemens / Schneider / Advantech системами;</li> <li>Опыт настройки message broker (Kafka, RabbitMQ, NATS);</li> <li>Опыт написания интерфейсов для машинного зрения / видеоаналитики;</li> <li>Участие в проектах промышленной автоматизации, логистике или транспорте.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Уровень — Middle / Middle + / Senior</li> <li>Формат — оффлайн</li> <li>Занятость — полная</li> <li>Оплата — от 600 000 ₸ до 700 000 ₸ (в зависимости от компетенции)</li> </ul>","Английский язык, Docker, PostgreSQL, Python, Prometheus, Redis, Node.js, Nginx, CI/CD",СпецГазМонтаж,2025-12-04T10:38:13+0300,https://hh.ru/vacancy/127622838
127708243,Full Stack QA Automation Engineer (Java),Астана,,,,От 3 до 6 лет,Полный день,Полная занятость,"<p>Andersen is hiring a <strong>Full Stack QA Automation Engineer</strong> to support and improve card products for a modern digital bank, enhancing functionality, performance, and overall user experience.</p> <p> </p> <p><strong>The customer</strong> is a modern financial institution providing a full range of banking services for individuals and businesses, including payments, transfers, loans, deposits, and digital banking. The organization focuses on innovation and accessibility and has been recognized for its contributions to the development of digital financial services.</p> <p> </p> <p><strong>The project</strong> is focused on leading the development of card products, including implementing new features and improving existing functionality. The team works to enhance product performance, reliability, and user experience while ensuring continuous support and maintenance.</p> <p> </p> <p> </p> <p><strong>Responsibilities: </strong></p> <ul> <li>Developing and maintaining automated tests for backend services (API, integrations, microservices).</li> <li>Performing manual, load, regression, and smoke testing.</li> <li>Preparing test documentation: test cases, checklists, bug reports.</li> <li>Collaborating with developers and analysts to clarify requirements and testing scenarios.</li> <li>Configuring and optimizing CI/CD processes from a testing perspective.</li> <li>Analyzing logs, monitoring systems, and identifying root causes of defects at the API and service level.</li> <li>Ensuring release quality and participating in release validation activities.</li> </ul> <p> </p> <p> </p> <p><strong>Must-have: </strong></p> <ul> <li>Experience as an QA Automation Engineer (Java) for 3+ years.</li> <li>Experience in manual testing.</li> <li>Deep understanding of backend testing and microservices architecture.</li> <li>Experience working with CI/CD pipelines (GitLab CI or similar).</li> <li>Knowledge of SQL and ability to verify data correctness in databases.</li> <li>Understanding of API testing principles, JSON/XML formats, and HTTP requests.</li> <li>Experience working in an Agile team and using Jira, Confluence, and Git.</li> <li>High sense of responsibility and attention to detail.</li> <li>Ability to think systematically and analyze complex scenarios.</li> <li>Readiness for high-intensity project work and autonomy in task execution.</li> <li>Level of English – from Intermediate and above.</li> </ul> <p> </p> <p><strong>Nice-to-Haves: </strong></p> <ul> <li>Experience testing systems that use Kafka, RabbitMQ, or other message brokers.</li> <li>Knowledge of Docker and Kubernetes.</li> <li>Experience working with monitoring systems (Grafana, ELK).</li> <li>Experience performing load testing (JMeter, Gatling, or similar tools).</li> <li>Experience in the banking or fintech domain.</li> </ul> <p> </p> <p><strong>Reasons why this job would be interesting to you: </strong></p> <ul> <li>Experience in teamwork with leaders in FinTech, Healthcare, Retail, Telecom, and others. Andersen cooperates with such businesses as Samsung, Siemens, Johnson &amp; Johnson, BNP Paribas, Ryanair, Mercedes, TUI, Verivox, Allianz, T-Systems, etc..</li> <li>The opportunity to change the project and/or develop expertise in an interesting business domain.</li> <li>Job conditions – you can work both fully remotely and from the office or can choose a hybrid variant.</li> <li>Guarantee of professional, financial, and career growth! The company has introduced systems of mentoring and adaptation for each new employee.</li> <li>The opportunity to earn an additional up to 1,000 USD per month by participating in the company&#39;s activities.</li> <li>Access to the corporate training portal, where the entire knowledge base of the company is collected and which is constantly updated.</li> <li>Bright corporate life (parties / pizza days / PlayStation / fruits / coffee / snacks / movies).</li> <li>Certification compensation (AWS, PMP, etc).</li> <li>Referral program.</li> <li>English courses.</li> <li>Private health insurance and compensation for sports activities.</li> </ul> <p> </p> <p>Join us!</p> <p> </p>","Java, JSON, XML, Git",Andersen,2025-12-02T12:35:04+0300,https://hh.ru/vacancy/127708243
127398691,Java Senior / Middle+,Астана,800000.0,1500000.0,KZT,Более 6 лет,Полный день,Полная занятость,"<p><strong>Общие требования:</strong><br />— Отличное знание Java Core, Collections Framework<br />— Gradle (обязательно), Maven<br />— Linux (желательно Debian 10-11)<br />— Docker<br />— Git</p> <p><strong>Для работы с легаси-стеком:</strong><br />— Java 8<br />— Фреймворк J2EE (JDBC, JMS, JAX-RS, JAX-WS, JCR, JCA)<br />— JBoss EAP 7 / Wildfly 14<br />— MySQL, Apache Cassandra, ElasticSearch</p> <p><strong>Для разработки нового ПО:</strong><br />— Java 21<br />— Экосистема Spring Boot: Spring Data / JDBC, Spring Security, Spring Cloud<br />— PostgreSQL, Amazon S3<br />— Apache Kafka / RabbitMQ<br />— JUnit</p> <p><strong>Знание приветствуется:</strong><br />— Знание принципов разработки (SOLID, GRASP)<br />— Опыт разработки корпоративных приложений<br />— Работа с базами данных на глубоком уровне<br />— Опыт с серверным ПО, с интенсивным http-обменом данными<br />— Понимание многопоточности, потокобезопасности</p>","Java, Spring Boot, Apache Cassandra, PostgreSQL, RabbitMQ, Elasticsearch, MySQL, JBoss",Arta Software,2025-12-04T10:51:33+0300,https://hh.ru/vacancy/127398691
128444120,Middle+ Unity Developer,Алматы,2000.0,2500.0,USD,От 3 до 6 лет,Удаленная работа,Полная занятость,"<p><strong>Условия:</strong></p> <p><strong>- График:</strong> 7-часовой рабочий день.</p> <p><strong>- Развитие:</strong> мы полностью оплачиваем ваше участие в курсах и тренингах.</p> <p><strong>- Языки и спорт:</strong> компенсируем 50% за занятия любыми иностранными языками и спортивными активностями.</p> <p><strong>- Забота о здоровье:</strong> компенсируем 50% ваших медицинских расходов.</p> <p><strong>- Личное развитие:</strong> покрываем 50% от стоимости книг, независимо от жанра.</p> <p><strong>- Рабочие инструменты: </strong>предоставляем необходимое оборудование для работы в офисе. Для удаленных сотрудников имеется возможность приобрести оборудование за счет компании с последующим выкупом.</p> <p><strong>- Отпуск</strong>: 20 оплачиваемых рабочих дней отпуска в году.</p> <p> </p> <p><strong>Обязанности:</strong></p> <p>- Разработка и поддержка проектов на Unity</p> <p>- Оптимизация кода и внедрение лучших практик (UniTask, DI, SOLID)</p> <p>- Реализация многоязычности с i2 Localization</p> <p>- Интеграция и оптимизация сторонних плагинов и ассетов</p> <p>- Верстка UI и работа с анимациями</p> <p>- Оптимизация размера приложения, управление памятью и улучшение производительности</p> <p>- Точное выполнение задач согласно требованиям и спецификациям</p> <p>- Оценка сроков и выполнение задач в рамках дедлайнов</p> <p>- Ведение технической документации</p> <p>- Эффективное взаимодействие с командой</p> <p>- Понимание CI/CD и методологий гибкой разработки</p> <p> </p> <p><strong>Требования:</strong></p> <p>- Опыт разработки мобильных приложений на Unity от 3 лет</p> <p>- Опыт работы с UniTask, DI контейнерами (VContainer, Zenject), i2 Localization</p> <p>- Умение писать чистый, поддерживаемый код и самостоятельно решать проблемы</p> <p>- Опыт работы с 2D играми, адаптивной версткой UI, анимациями (Spine, DOTween)</p> <p>- Знание клиент-серверной архитектуры, Addressables/AssetBundles, ScriptableObjects</p> <p>- Применение паттернов проектирования и принципов SOLID</p> <p>- Опыт кросс-платформенной разработки (Android, iOS, Amazon)</p> <p>- Опыт оптимизации Unity-приложений (размер, память, производительность)</p> <p>- Знание английского языка на уровне B1 или выше</p>","Unity, UniTask, DI, SOLID, i2 Localization, Spine, DOTween, Кросс-платформенная разработка",Kimikosoft,2025-12-04T17:15:40+0300,https://hh.ru/vacancy/128444120
128006857,IT-специалист,Караганда,150000.0,550000.0,KZT,От 1 года до 3 лет,Полный день,Полная занятость,"<p><strong>В Департамент информационных технологий и Институт искусственного интеллекта требуются специалисты:</strong></p> <p><strong>1) Директор департамента ИТ</strong></p> <p>Обязанности: управление IT-проектами, развитие цифровой инфраструктуры, организация работы Software- и Hardware-центров, внедрение новых технологий, контроль информационной безопасности.<br />Требования: высшее образование в сфере ИТ, управленческий опыт.</p> <p><strong>2) Инженеры Hardware-центра (эникейщики)</strong></p> <p>Обязанности: обслуживание компьютерной техники, профилактика, выявление неисправностей, монтаж оборудования, ведение технической документации.<br />Требования: высшее техническое образование.</p> <p><strong>3) Инженеры Software-центра</strong></p> <p>Обязанности: сопровождение ПО, контроль работоспособности систем, тестирование, настройка рабочих мест, участие во внедрении новых решений.<br />Требования: высшее техническое образование и опыт от 2 лет.</p> <p><strong>4) Программисты (Backend/Frontend)</strong></p> <p>Backend — PHP (желательно Yii2), Python, Node.js и др.<br />Frontend — Vue / React / JS.<br />Обязанности: разработка и поддержка информационных систем университета.</p> <p><strong>5) Менеджер сайта</strong></p> <p>Обязанности: наполнение, обновление контента, техническое взаимодействие с программистами, SEO/структура, поддержка трёхъязычной версии сайта.</p> <p><strong>6) Сотрудники Института искусственного интеллекта</strong></p> <p>Направления: ML, Data Science, LLM, обработка данных, участие в научных проектах и разработке собственных моделей, n8n.</p> <p><strong>Общие требования:</strong></p> <ul> <li> <p>высшее образование по направлению ИТ;</p> </li> <li> <p>умение работать в команде;</p> </li> <li> <p>инициативность, ответственность.</p> </li> </ul> <p><strong>Условия:</strong></p> <p>Зарплата — <strong>по итогам собеседования</strong>.</p> <p> </p>","Руководство коллективом, Настройка ПК, Администрирование, Техническая поддержка, Веб-программирование",Академия 360,2025-11-24T14:51:29+0300,https://hh.ru/vacancy/128006857
128137218,Руководитель отдела CRM-поддержки/CRM as a Service Team Lead,Астана,,,,От 3 до 6 лет,Удаленная работа,Полная занятость,"<p><strong>Международная финтех-компания </strong>объявляет об открытии новой позиции в связи с активным расширением команды.</p> <p>На протяжении более 7 лет мы создаём и развиваем высокотехнологичные проекты в криптоиндустрии.</p> <p>Сегодня в компании работает более 400 сотрудников по всему миру. В нашем портфеле - свыше 5 ключевых продуктов, включая криптовалютный кошелёк, биржу, майнинг-пул, криптопроцессинг и другие решения.</p> <p>Мы ищем <strong>Team Lead CRM as a Service,</strong> который выстроит приоритизацию продуктов, сегментов и каналов внутри CRM, обеспечивая развитие и поддержку B2C и B2B продуктовых направлений компании.</p> <p><strong>Обязанности:</strong></p> <p><strong>Построение и управление CRM as a Service</strong></p> <ul> <li>Создание централизованного внутреннего CRM-сервиса с чёткими ролями, зонами ответственности, SLA и стандартами доставки</li> <li>Формирование прозрачного и масштабируемого процесса обработки входящих CRM-запросов: intake → оценка → приоритизация → исполнение → отчётность</li> <li>Разработка системы приоритизации на основе продуктовой ценности, размера сегмента, влияния канала и стратегических задач</li> <li>Обеспечение стабильного и качественного исполнения всех CRM-активностей в B2C- и B2B-направлениях</li> </ul> <p><strong>Управление высокоэффективной CRM-командой</strong></p> <ul> <li>Руководство и менторство CRM-менеджеров с обеспечением ясности целей, ожиданий и зон ответственности</li> <li>Формирование рабочих процессов, ритуалов и стандартов коммуникации, обеспечивающих предсказуемость работы и синхронизацию между командами</li> <li>Внедрение процессов планирования, спринт-менеджмента, groomинга бэклога и распределения ресурсов</li> </ul> <p><strong>Разработка и реализация CRM-стратегии для B2C и B2B</strong></p> <ul> <li>Владение CRM-стратегией для нескольких продуктов и клиентских сегментов на всех этапах жизненного цикла: onboarding, activation, adoption, upsell, retention, reactivation</li> <li>Создание и запуск коммуникационных фреймворков отдельно для B2C-пользователей и B2B-клиентов</li> <li>Для B2B: проектирование клиентских путей, образовательных сценариев, коммуникаций для product adoption и value-based messaging во всех этапах воронок продаж и аккаунт-менеджмента</li> <li>Определение логики сегментации и стратегии использования каналов (email, push, in-app, мессенджеры и др.)</li> </ul> <p><strong>Операционная эффективность и контроль качества</strong></p> <ul> <li>К​​​​​​​онтроль настроек кампаний, QA, запусков и мониторинга с сохранением высокого уровня точности и стабильности</li> <li>Стандартизация шаблонов, рабочих процессов, требований к данным, edge cases и QA-процедур для всех CRM-операций</li> <li>Продвижение автоматизации, повышение эффективности и скорости вывода кампаний</li> </ul> <p><strong>Аналитика, инсайты и отчётность</strong></p> <ul> <li>Использование данных, сегментации, тестирования и поведенческих инсайтов для улучшения эффективности lifecycle-коммуникаций</li> <li>Совместная с аналитиками подготовка понятной и прикладной отчётности по кампаниям, сегментам, каналам и продуктовым направлениям</li> <li>Формирование культуры тестирования и постоянных улучшений в CRM-функции</li> </ul> <p><strong>Кросс-функциональное взаимодействие</strong></p> <ul> <li>Регулярная синхронизация с Product, Marketing, B2B Sales, Growth, CX и Analytics</li> <li>Коммуникация загрузки CRM, приоритетов, SLA, зависимостей и результатов для стейкхолдеров</li> <li>Владение всем циклом CRM-исполнения в компании с обеспечением прозрачности и понятности для всех команд</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>4+ лет опыта в CRM, предпочтительно в fintech, crypto, SaaS или других data-driven цифровых индустриях</li> <li>2+ года опыта руководства CRM-командами или управления CRM-процессами</li> <li>Подтверждённый опыт построения CRM-операций как сервиса или централизованного CRM-хаба</li> <li>Глубокое понимание сегментации, lifecycle-коммуникаций, CRM-каналов и управления кампаниями</li> <li>Опыт продвижения B2C- и B2B-продуктов через CRM</li> <li>Практический опыт работы с CRM и инструментами маркетинговой автоматизации: Customer.io, Braze, Pushwoosh, SAS MA или аналогичными платформами</li> <li>Отличные навыки проектного управления и координации множества стейкхолдеров</li> <li>Навыки построения приоритизации, SLA и масштабируемых рабочих процессов</li> <li>Сильный аналитический подход и опыт работы с аналитическими командами</li> <li>Свободное владение русским и английским языками</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li> <p>Полностью удалённый формат работы - возможность работать из любой точки мира</p> </li> <li> <p>Международную среду и современный цифровой стек инструментов</p> </li> <li> <p>Возможность осваивать новые процессы и направления, развиваясь вместе с продуктом</p> </li> <li> <p>Гибкий график и работу в распределённой команде профессионалов</p> </li> <li> <p>Оформление через Service Agreement</p> </li> <li> <p>28 дней отпуска + 12 бонусных дней</p> </li> <li> <p>Оплачиваемые больничные без бюрократии</p> </li> </ul> <p> </p>",,Международная компания в сфере крипто и блокчейн-технологий,2025-11-27T14:13:42+0300,https://hh.ru/vacancy/128137218
128388071,Инженер-программист,Алматы,300000.0,400000.0,KZT,От 1 года до 3 лет,Полный день,Полная занятость,"<p><strong>Удаленно не рассматриваем!</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Знание структуры СКС ( стандарт монтажа, чтение и построение схем, кроссировка панелей и рабочих мест);<br />Умение производить монтаж и настройку видеосистемы;<br />Знание структуры электрических сетей (чтение схем, расключение и монтаж розеточных групп, сечение и монтаж проводов);<br />Уверенный пользователь ПК;<br />Знание программ Microsoft Office, AutoCAD;<br />Легко обучаем.</li> <li><strong>Условия:</strong></li> <li>График работы 5\2</li> <li>Современный офис в центре города. Официальное трудоустройства. </li> </ul>",,INDEPENDENT LAWYERS GROUP,2025-12-03T15:58:17+0300,https://hh.ru/vacancy/128388071
127473842,C#/.NET-разработчик,Алматы,700000.0,,KZT,От 3 до 6 лет,Полный день,Полная занятость,"<p>Мы ищем опытного <strong>.NET Backend-разработчика</strong>, который поможет развивать архитектуру наших сервисов, проектировать API и повышать производительность продуктов.<br />Вас ждёт работа над современными решениями на <strong>.NET 9</strong>, интеграции с внешними системами и участие в проектировании архитектуры на основе <strong>DDD и CQRS</strong>.</p> <p>Чем предстоит заниматься:</p> <ul> <li> <p>Разрабатывать и поддерживать <strong>REST API</strong> на ASP.NET Core (.NET 9).</p> </li> <li> <p>Проектировать и оптимизировать работу с данными (PostgreSQL, Entity Framework Core).</p> </li> <li> <p>Участвовать в интеграции с внешними сервисами по <strong>HTTP/gRPC</strong>.</p> </li> <li> <p>Настраивать обработку событий и очередей с помощью <strong>RabbitMQ или Apache Kafka</strong>.</p> </li> <li> <p>Реализовывать авторизацию и безопасность (JWT, Identity, RBAC/ABAC).</p> </li> <li> <p>Поддерживать CI/CD-процессы и контейнеризацию (Docker, GitHub Actions).</p> </li> <li> <p>Работать с системами мониторинга и логирования (Serilog, Prometheus,<strong> Grafana</strong>).</p> </li> <li> <p>Участвовать в <strong>Code Review</strong>, планировании и обсуждении архитектурных решений.</p> </li> <li> <p>Умение интегрировать с госсервисами Smart Bridge через шины.</p> </li> </ul> <p>Требуемые технические навыки</p> <p><strong>Основные:</strong></p> <ul> <li> <p>C#, .NET Core (6/7/8), ASP.NET Core Web API</p> </li> <li> <p>Опыт работы с асинхронностью (async/await, Task, CancellationToken)</p> </li> <li> <p>PostgreSQL, Entity Framework Core, миграции, оптимизация SQL-запросов</p> </li> <li> <p>REST API, OpenAPI/Swagger</p> </li> <li> <p>DDD, CQRS (желательно)</p> </li> <li> <p>Интеграции по HTTP/gRPC</p> </li> <li> <p>RabbitMQ или Apache Kafka</p> </li> <li> <p>Безопасность REST API, ASP.NET Core Identity, JWT</p> </li> <li> <p>Docker, Serilog, Prometheus, Grafana</p> </li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li> <p>Опыт с финансовыми или бухгалтерскими данными</p> </li> <li> <p>Понимание требований к отчётности, аудиту, хранению истории изменений</p> </li> <li> <p>Проектирование API для многопользовательских SaaS-систем</p> </li> <li> <p>Опыт работы с системой очередей и шиной событий</p> </li> </ul> <p>Soft Skills:</p> <ul> <li> <p>Умение работать в команде и участвовать в планировании задач</p> </li> <li> <p>Готовность к <strong>Code Review</strong> и улучшению архитектуры</p> </li> <li> <p>Ответственность за результат, а не только за код</p> </li> <li> <p>Умение писать понятную документацию</p> </li> <li> <p>Английский - чтение технической документации</p> </li> </ul> <p>Мы предлагаем:</p> <ul> <li> <p><strong>Стабильные выплаты</strong> без задержек</p> </li> <li> <p><strong>Оформление по Трудовому кодексу РК</strong></p> </li> <li> <p>Современные технологии и инструменты</p> </li> </ul>",,INTEGRO SOLUTIONS,2025-11-10T13:03:35+0300,https://hh.ru/vacancy/127473842
127787918,Программист 1С,Алматы,,,,От 3 до 6 лет,Полный день,Полная занятость,"<p><strong>Требования:</strong></p> <ul> <li>Специализация в конфигурациях 1С 8 : Торговля+Склад и Бухгалтерия, УТП, УТ, Розница;</li> <li>Умение составлять пользовательские инструкции;</li> <li>Навык работы с техническими заданиями;</li> <li>Навык составления алгоритмов и написания\модифицирования программы 1С;</li> <li>Стаж работы в области обслуживания и доработки продуктов 1С не менее 3 лет;</li> <li> <p>Наличие сертификатов 1С приветствуется.</p> </li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li>Написание обработок и отчетов, доработка конфигурации, написание модулей, перенос данных, подключение 1С к SQL;</li> <li>Настройка обмена между базами различных конфигураций;</li> <li>Настройка 1С любыми способами: файловый вариант, файл-серверный, SQL+сервер терминалов (1 или 2х уровневую) и т.д;</li> <li>Работа с штрих-кодами, разработка ценников и этикеток на товар;</li> <li>Автоматизация различных бизнес процессов (логистика, розница и т.д.);</li> <li>Автоматическая архивация баз 1С и SQL.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Официальное оформление в соответствии с действующим ТК РК– полное обеспечение социальных гарантий;</li> <li>Полная занятость 5/2;</li> <li>Конкурентоспособный уровень заработной платы.</li> <li><strong>Дополнительные приятные бонусы: скидки для сотрудников на приобретение товаров</strong></li> </ul>","Обновление конфигурации 1С, 1С: Управление Производственным Предприятием, 1С: Предприятие 8, 1С: Управление Торговлей, 1С: Бухгалтерия, Создание конфигурации 1С, Разработка инструкций, Автоматизация процессов, 1С: Документооборот, MS SQL",Respect Retail Group,2025-12-02T14:44:42+0300,https://hh.ru/vacancy/127787918
